ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
GAD051011344,GA,264.F,Standards for Owners and Operators of HW TSDs: Releases from Solid Waste Management Units,S  ,09/27/2011,12/02/2011,10/27/2011
GAD084914787,GA,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,06/25/2008,12/24/2008,09/13/2008
GAD000827402,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/26/2011,08/24/2011,08/12/2011
GAD981241870,GA,279.C,Standards for Used Oil: Generators,S  ,04/21/2010,05/27/2010,06/01/2010
GAR000039792,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/18/2010,01/31/2011,
GAR000067785,GA,262.A,Standards Applicable to Generators of HW: General,E  ,10/24/2012,01/13/2021,
GAR000044206,GA,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,06/04/2013,08/23/2013,08/23/2013
GA0000079970,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,11/14/2018,01/25/2019,01/07/2019
GAR000046557,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/11/2021,01/21/2021,02/23/2021
GAD981275449,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/18/2020,03/11/2020,
GAD051011609,GA,PCR,Violation of a permit condition or requirement,S  ,12/18/2020,02/19/2021,
GAR000085662,GA,261.A,ID and Listing of HW: General,S  ,03/03/2021,04/26/2021,04/27/2021
GAR000033910,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,08/02/2018,12/04/2018,11/29/2018
GAD004149951,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,12/07/2020,01/18/2021,02/11/2021
GAD047590476,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,01/08/2021,02/17/2021,03/18/2021
GAR000067579,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/15/2021,03/08/2021,03/08/2021
GAR000066571,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,12/04/2019,12/10/2019,12/04/2019
GAD980845077,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,01/07/2019,04/18/2019,03/18/2019
GAR000078311,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/20/2015,12/15/2022,
GAR000010470,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,06/14/2018,10/05/2018,
GAD093380814,GA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,07/10/2014,07/10/2014,
GAD051011344,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/25/2013,03/31/2022,
GAD981282932,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/15/2014,12/01/2014,10/22/2014
GAD981238199,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,05/18/2023,08/17/2023,08/25/2023
GAR000093039,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/01/2024,02/12/2024,
GAD981238199,GA,262.A,Standards Applicable to Generators of HW: General,E  ,05/18/2023,08/17/2023,
GAR000075077,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,02/01/2024,02/07/2024,03/12/2024
GAR000002998,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,08/16/2023,09/28/2023,11/14/2023
GAD984312843,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/22/2023,09/06/2023,
GAD000653360,GA,279.C,Standards for Used Oil: Generators,S  ,10/15/2024,11/14/2024,
GAR000093302,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/01/2024,08/12/2024,
GAD000616367,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,E  ,10/30/2024,,
GAR000055996,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/05/2025,03/07/2025,
GAD118273945,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/31/2023,07/26/2023,
GAR000092700,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/24/2023,05/25/2023,07/06/2023
GAD981282411,GA,261.A,ID and Listing of HW: General,E  ,02/15/2023,02/22/2023,
GAR000075341,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/24/2023,04/25/2023,05/26/2023
GAR000046391,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,E  ,02/15/2022,12/08/2022,
GAR000092478,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/13/2022,08/04/2022,
GAR000087106,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,02/15/2022,10/19/2022,
GAR000000364,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,06/02/2022,06/24/2022,06/30/2022
GAR000046383,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,E  ,02/15/2022,12/08/2022,
GAR000087106,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,E  ,02/15/2022,10/19/2022,
GAR000020313,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/07/2002,07/26/2002,07/31/2002
GAR000010108,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,12/09/1998,12/15/1998,
GA0000927152,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,12/22/1995,02/26/1996,01/19/1996
GA0000931006,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/22/1995,01/19/1996,01/22/1996
GAR000009670,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/04/1998,11/12/1998,01/18/1999
GAD010103232,GA,270.B,EPA Administered Permit Programs: the HW Permit Program Permit Application,S  ,04/19/1993,06/21/1993,07/19/1993
GAD981231970,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/10/1990,01/23/1991,
GAD030058713,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/01/1985,09/14/1990,
GAD065370595,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,02/05/1985,08/25/1985,
GAR000007484,GA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,03/25/1999,05/26/1999,06/04/1999
GAD984319699,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,01/04/1995,03/21/1995,03/24/1995
GAD984317024,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/16/1993,12/03/1993,10/29/1993
GA0000575696,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/23/2000,06/29/2000,
GAD981275670,GA,268.A,Land Disposal Restrictions: General,S  ,05/22/1992,07/13/1992,06/30/1992
GAD981275910,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/29/1991,02/14/1992,
GA0000263343,GA,268.A,Land Disposal Restrictions: General,S  ,09/16/1994,11/28/1994,
GA7170023694,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/08/1997,04/03/1998,
GA7360015450,GA,262.A,Standards Applicable to Generators of HW: General,E  ,01/06/1993,09/30/1993,
GAD003279981,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/18/1999,09/30/1999,09/29/1999
GA0000904219,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/25/1997,06/16/1998,
GA9210020872,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/23/1997,07/29/1997,05/22/1997
GAD981269533,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/29/1990,11/16/1990,10/19/1990
GAD981269533,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/29/1990,11/16/1990,
GAR000000901,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/27/1995,12/29/1995,
GA6202932244,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/16/1991,10/16/1991,
GAD990675118,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,10/21/1985,08/12/1988,
GAD981470719,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/24/1999,12/13/1999,
GAD984287193,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,07/26/1990,06/03/1994,08/17/1991
GAD003310810,GA,268.A,Land Disposal Restrictions: General,S  ,01/19/1994,01/31/1994,02/24/1994
GAR000011650,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,05/28/1998,07/28/1998,07/28/1998
GAD008212409,GA,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,10/23/1987,12/20/1990,
GAD003302064,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,08/14/1986,02/05/1987,11/15/1986
GAD003302064,GA,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping and Reporting",S  ,09/28/1992,10/26/1992,
GA4170090001,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,04/01/1997,04/01/1997,
GAD981474059,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,10/29/1999,01/11/2000,01/14/2000
GAD981262447,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/03/1995,06/17/1996,11/15/1995
GAD097389530,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/29/1987,11/03/1987,11/05/1987
GAD097392195,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/12/1989,07/24/1989,
GAD003308145,GA,268.A,Land Disposal Restrictions: General,S  ,04/23/1996,09/06/1996,05/23/1996
GAD003308335,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,02/13/1984,06/12/1984,
GAD051010429,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/08/1999,07/08/1999,07/12/1999
GAD033842543,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,12/10/1993,01/10/1994,
GAD003264421,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/18/1993,03/21/1994,02/25/1994
GAD000821934,GA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,01/26/1999,03/29/1999,
GAD003310810,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/19/1993,08/23/1993,08/21/1993
GAD981241482,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,01/04/2000,05/12/2000,
GAD061022216,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/03/1986,12/04/1986,10/20/1986
GAD030037378,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/06/1984,03/09/1984,04/01/1984
GAD070330576,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,08/24/1984,01/25/1985,
GAD003308335,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,05/18/1992,07/08/1992,
GAD003266962,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/17/1984,12/20/1985,03/29/1985
GAD097392971,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/18/1998,03/07/2000,
GAD073460941,GA,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping and Reporting",S  ,04/08/1996,04/29/1996,
GAD037878899,GA,268.A,Land Disposal Restrictions: General,S  ,03/02/1989,06/26/1989,06/30/1989
GAD037879806,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/23/1987,11/25/1987,12/30/1987
GAD981239759,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,12/18/1998,04/11/1999,01/15/1999
GAD041007063,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/14/1998,03/18/1999,
GAD040690737,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/28/1995,07/07/1995,
GAD981224942,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/28/1990,01/04/1991,01/21/1991
GAD065330151,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/29/1999,02/25/2000,
GAD084824952,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/15/1986,10/29/1987,
GAD065344301,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,04/30/1987,07/09/1987,06/01/1987
GAD003266962,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/07/1989,10/19/1990,
GAD093380814,GA,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,02/26/1988,12/09/1988,03/28/1988
GAD981224199,GA,268.A,Land Disposal Restrictions: General,S  ,07/17/1991,02/24/1992,
GAD054216486,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,08/11/1995,09/22/1995,09/11/1995
GAD094070117,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/15/1995,09/15/1995,09/08/1995
GAD094075553,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,E  ,01/15/1986,12/04/1990,12/04/1990
GAD114381403,GA,268.A,Land Disposal Restrictions: General,S  ,01/21/1994,09/16/1994,
GAD063152573,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/08/1993,02/03/1994,10/08/1993
GAD980844955,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/09/1994,11/17/1994,
GAD070330576,GA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,05/25/1999,07/02/1999,
GAD051028389,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,05/20/1999,09/14/1999,07/28/1999
GAD037875218,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,02/09/1996,04/05/1996,
GAD980842850,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/13/1985,02/20/1986,
GAD061401501,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/13/1994,09/16/1994,08/18/1994
GAD980729974,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,12/08/1983,06/25/1984,
GAD078107539,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,02/21/1985,06/18/1985,
GAD041013657,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,06/28/1989,09/30/1992,
GAD067560870,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,01/06/1986,02/03/1986,02/03/1986
GAD051011609,GA,262.A,Standards Applicable to Generators of HW: General,E  ,06/06/1991,11/14/1991,
GAD033582461,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,01/29/1992,03/19/1993,03/20/1992
GAD000609875,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/10/1999,12/20/1999,01/10/2000
